Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Vinteum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Glauconite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Enriched Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sand Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Granite Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Marble Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Basalt Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gravel Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
